000800 
010455 
8.0000000000E+02 
000017 	 5.85011000E-05 	 -6.57055527E+03 -7.43136076E+02  1.13353125E+01 	 -5.23429093E+00  5.09735564E+01  2.90213409E-01 	  5.85011000E-05  2.00000000E-02  0.00000000E+00 0 	 3.510066E-01 9.276667E+01 3.375431E-01 1.754835E-02 3.620178E+03  1.125754E+01  1.662710E+00 
000018 	 9.06145059E-05 	 -6.59949893E+03 -9.81038573E+02  1.71868248E+00 	 -7.63654000E+00  5.07818452E+01  1.26559550E-01 	  9.06145059E-05  2.00000000E-02  0.00000000E+00 0 	 5.436870E-01 2.616881E+02 5.009134E-01 4.847053E-02 3.831100E+03  9.658479E+00  1.557336E+00 
000019 	 3.52892078E-05 	 -6.61482606E+03 -9.46529324E+02  1.75110816E+01 	 -7.65048685E+00  5.05888943E+01  1.04976513E-01 	  3.52892078E-05  2.00000000E-02  0.00000000E+00 0 	 2.117352E-01 2.482597E+01 2.393608E-01 6.416412E-03 3.342966E+03  1.333024E+01  1.765074E+00 
000020 	 3.45191070E-05 	 -6.58928376E+03 -7.79680928E+02  4.31124360E+00 	 -5.92507283E+00  5.08303022E+01 -4.64470643E-02 	  3.45191070E-05  2.00000000E-02  0.00000000E+00 0 	 2.071146E-01 2.342996E+01 2.358179E-01 6.115178E-03 3.327740E+03  1.345102E+01  1.768772E+00 
000021 	 6.21733218E-05 	 -6.60047284E+03 -9.83858956E+02  4.13457417E+00 	 -7.55313657E+00  5.07053185E+01  3.79965698E-01 	  6.21733218E-05  2.00000000E-02  0.00000000E+00 0 	 3.730399E-01 1.081647E+02 3.534977E-01 1.971519E-02 3.642021E+03  1.107157E+01  1.652562E+00 
000022 	 1.85822793E-04 	 -6.59757638E+03 -9.84776813E+02 -9.32482064E-01 	 -7.58841689E+00  5.04854500E+01  5.29367180E-02 	  1.85822793E-04  2.00000000E-02  0.00000000E+00 1 	 1.114937E+00 1.217301E+03 1.030359E+00 1.204118E+00 5.963600E+03  4.784684E+00  5.768216E-01 
000023 	 1.07282112E-04 	 -6.59928230E+03 -9.82405048E+02  9.95622562E-01 	 -7.53631562E+00  5.07898216E+01  8.46879598E-03 	  1.07282112E-04  2.00000000E-02  0.00000000E+00 0 	 6.436927E-01 3.771065E+02 6.004772E-01 8.944107E-02 4.078227E+03  8.586166E+00  1.421974E+00 
000024 	 2.05916481E-05 	 -6.59694821E+03 -9.82385442E+02 -6.50656580E+00 	 -7.55235834E+00  5.06052275E+01  1.85427623E-01 	  2.05916481E-05  2.00000000E-02  0.00000000E+00 0 	 1.235499E-01 6.306646E+00 1.593135E-01 1.747005E-03 2.959938E+03  9.999900E+03  9.999900E+03 
000025 	 3.72605959E-05 	 -6.63731597E+03 -1.09303685E+03  4.41296551E+00 	 -8.33569605E+00  5.03346656E+01  1.25035435E-01 	  3.72605959E-05  2.00000000E-02  0.00000000E+00 0 	 2.235636E-01 2.863899E+01 2.482429E-01 7.210788E-03 3.379813E+03  1.304491E+01  1.755104E+00 
000026 	 2.49590555E-05 	 -6.59948173E+03 -9.81493758E+02  4.20376928E-01 	 -7.59593760E+00  5.03540398E+01 -1.61881572E-01 	  2.49590555E-05  2.00000000E-02  0.00000000E+00 0 	 1.497543E-01 1.015287E+01 1.866857E-01 2.871560E-03 3.096060E+03  1.558061E+01  1.785668E+00 
000027 	 3.42801544E-05 	 -6.59758413E+03 -9.69985756E+02 -2.84028458E+00 	 -7.54782335E+00  5.06558277E+01  3.82381388E-02 	  3.42801544E-05  2.00000000E-02  0.00000000E+00 0 	 2.056809E-01 2.300731E+01 2.347094E-01 6.022786E-03 3.322918E+03  1.348965E+01  1.769889E+00 
000028 	 1.80452784E-05 	 -6.60017196E+03 -9.82138913E+02  8.03365073E-01 	 -7.60989242E+00  5.08372692E+01  2.29829540E-01 	  1.80452784E-05  2.00000000E-02  0.00000000E+00 0 	 1.082717E-01 4.605073E+00 1.411378E-01 1.210141E-03 2.868949E+03  9.999900E+03  9.999900E+03 
000029 	 5.81013506E-05 	 -6.60921811E+03 -9.84625554E+02 -3.32922046E+00 	 -7.57452106E+00  5.08164382E+01  8.79001660E-02 	  5.81013506E-05  2.00000000E-02  0.00000000E+00 0 	 3.486081E-01 9.160044E+01 3.358348E-01 1.732166E-02 3.617595E+03  1.127884E+01  1.663895E+00 
000030 	 6.55654097E-05 	 -6.60141847E+03 -9.84605328E+02 -6.34379358E-01 	 -7.74872195E+00  5.07662505E+01 -1.09428546E-01 	  6.55654097E-05  2.00000000E-02  0.00000000E+00 0 	 3.933925E-01 1.234386E+02 3.687312E-01 2.187868E-02 3.660039E+03  1.091097E+01  1.644029E+00 
000031 	 2.87192076E-05 	 -6.59826963E+03 -9.83702088E+02  1.39770251E+00 	 -7.70536527E+00  5.05948330E+01 -1.86463871E-01 	  2.87192076E-05  2.00000000E-02  0.00000000E+00 0 	 1.723152E-01 1.452145E+01 2.073847E-01 4.029283E-03 3.197083E+03  1.457480E+01  1.788561E+00 
000032 	 5.16918371E-05 	 -6.61439133E+03 -1.20786760E+03 -3.09456466E+00 	 -8.86832729E+00  5.03403542E+01 -9.67876998E-02 	  5.16918371E-05  2.00000000E-02  0.00000000E+00 0 	 3.101510E-01 6.773501E+01 3.089765E-01 1.388355E-02 3.568600E+03  1.166133E+01  1.685736E+00 
000033 	 1.89373464E-04 	 -6.60046418E+03 -9.82018327E+02  1.50433730E+00 	 -7.57680382E+00  5.05855150E+01 -2.05471765E-02 	  1.89373464E-04  2.00000000E-02  0.00000000E+00 1 	 1.136241E+00 1.256022E+03 1.059838E+00 1.319423E+00 6.016054E+03  4.677490E+00  5.608835E-01 
000034 	 2.08888772E-05 	 -6.59673702E+03 -9.77471225E+02  6.27395676E-01 	 -7.73889644E+00  5.03791669E+01  4.95296927E-02 	  2.08888772E-05  2.00000000E-02  0.00000000E+00 0 	 1.253333E-01 6.529936E+00 1.613170E-01 1.815545E-03 2.969937E+03  9.999900E+03  9.999900E+03 
000035 	 1.48948463E-05 	 -6.59773202E+03 -9.81869196E+02  5.88345308E-01 	 -7.66647692E+00  5.04532354E+01  1.75026909E-01 	  1.48948463E-05  2.00000000E-02  0.00000000E+00 0 	 8.936908E-02 2.469480E+00 1.397351E-01 6.763743E-04 2.493041E+03  9.999900E+03  9.999900E+03 
000036 	 4.43131713E-05 	 -6.60661701E+03 -9.82011203E+02 -8.58032352E-01 	 -7.51244248E+00  5.05546501E+01 -1.11764955E-01 	  4.43131713E-05  2.00000000E-02  0.00000000E+00 0 	 2.658790E-01 4.523038E+01 2.784639E-01 1.029618E-02 3.488350E+03  1.224558E+01  1.718469E+00 
000037 	 2.81144993E-05 	 -6.60047014E+03 -9.85324670E+02  1.89550270E+00 	 -7.30890930E+00  5.08076590E+01  8.77320625E-02 	  2.81144993E-05  2.00000000E-02  0.00000000E+00 0 	 1.686870E-01 1.374798E+01 2.041992E-01 3.832048E-03 3.181750E+03  1.471878E+01  1.789271E+00 
000038 	 2.27777709E-05 	 -6.60032619E+03 -9.78052210E+02  1.80470766E+00 	 -7.74858593E+00  5.06249159E+01 -1.36024642E-01 	  2.27777709E-05  2.00000000E-02  0.00000000E+00 0 	 1.366666E-01 8.076931E+00 1.735404E-01 2.278847E-03 3.030847E+03  1.631074E+01  1.773039E+00 
000039 	 1.52288909E-05 	 -6.59712825E+03 -9.82320415E+02  9.39359328E-01 	 -7.59416950E+00  5.04634007E+01  2.83377831E-02 	  1.52288909E-05  2.00000000E-02  0.00000000E+00 0 	 9.137335E-02 2.676715E+00 1.387058E-01 7.258347E-04 2.546816E+03  9.999900E+03  9.999900E+03 
000040 	 6.15706993E-04 	 -6.59081445E+03 -9.81139380E+02 -1.89465166E+00 	 -7.55370425E+00  5.03776389E+01 -9.60276714E-02 	  6.15706993E-04  2.00000000E-02  0.00000000E+00 1 	 3.694242E+00 1.387712E+03 5.547769E+00 3.456000E+02 1.057839E+04 -1.052869E+00 -4.759200E-02 
000041 	 6.32328269E-05 	 -6.59941149E+03 -9.82054482E+02  4.30230612E+00 	 -7.62088344E+00  5.06665052E+01 -1.80203996E-01 	  6.32328269E-05  2.00000000E-02  0.00000000E+00 0 	 3.793970E-01 1.128309E+02 3.581999E-01 2.037231E-02 3.647815E+03  1.102053E+01  1.649833E+00 
000042 	 2.10355588E-05 	 -6.60096665E+03 -9.83513397E+02  1.05454895E+00 	 -7.54705107E+00  5.04245407E+01  2.14929364E-02 	  2.10355588E-05  2.00000000E-02  0.00000000E+00 0 	 1.262134E-01 6.642104E+00 1.622973E-01 1.849812E-03 2.974827E+03  9.999900E+03  9.999900E+03 
000043 	 1.12243870E-04 	 -6.59225185E+03 -9.76132624E+02 -5.58970387E+00 	 -7.53228028E+00  5.04479899E+01  1.76514972E-01 	  1.12243870E-04  2.00000000E-02  0.00000000E+00 0 	 6.734632E-01 4.165266E+02 6.285713E-01 1.080685E-01 4.179101E+03  8.252922E+00  1.365701E+00 
000044 	 8.53646383E-05 	 -6.59660361E+03 -9.80971592E+02 -1.74009579E+00 	 -7.28214792E+00  5.04176713E+01  1.92206722E-01 	  8.53646383E-05  2.00000000E-02  0.00000000E+00 0 	 5.121878E-01 2.294415E+02 4.703757E-01 4.052400E-02 3.780429E+03  9.957249E+00  1.583912E+00 
000045 	 2.42257151E-05 	 -6.60082313E+03 -9.83294944E+02  8.90783677E-01 	 -7.38133749E+00  5.09013208E+01  1.71568782E-01 	  2.42257151E-05  2.00000000E-02  0.00000000E+00 0 	 1.453543E-01 9.419042E+00 1.823718E-01 2.665572E-03 3.074710E+03  1.581199E+01  1.782559E+00 
000046 	 2.11651153E-05 	 -6.61500932E+03 -9.70414702E+02  1.73466998E+01 	 -7.67870542E+00  5.04130515E+01  5.59688833E-01 	  2.11651153E-05  2.00000000E-02  0.00000000E+00 0 	 1.269907E-01 6.742270E+00 1.631586E-01 1.880321E-03 2.979123E+03  9.999900E+03  9.999900E+03 
000047 	 4.08186084E-05 	 -6.61907362E+03 -9.63882657E+02  7.90832309E+00 	 -7.70493215E+00  5.04690702E+01 -3.09357244E-01 	  4.08186084E-05  2.00000000E-02  0.00000000E+00 0 	 2.449117E-01 3.642386E+01 2.637270E-01 8.722709E-03 3.438911E+03  1.260409E+01  1.736385E+00 
000048 	 1.95620806E-04 	 -6.59930611E+03 -9.82277009E+02  4.73183967E-01 	 -7.74670102E+00  5.05831201E+01  1.02096210E-01 	  1.95620806E-04  2.00000000E-02  0.00000000E+00 1 	 1.173725E+00 1.326080E+03 1.113378E+00 1.542336E+00 6.103219E+03  4.495871E+00  5.351969E-01 
000049 	 6.26321004E-04 	 -4.28787884E+04  9.49560798E+03  2.52720224E+01 	 -1.78850192E+01  3.41736119E+00 -9.65087046E-02 	  3.70224729E-03  2.00000000E-02  0.00000000E+00 14 	 3.757926E+00 2.000000E+08 1.593361E-05 1.000000E-10 0.000000E+00  9.999900E+03  9.999900E+03 
000050 	 2.74405621E-04 	 -6.59988615E+03 -9.81040101E+02 -2.80406800E+00 	 -7.41060229E+00  5.04427951E+01  3.49720184E-01 	  2.74405621E-04  2.00000000E-02  0.00000000E+00 1 	 1.646434E+00 2.400470E+03 1.552158E+00 7.373876E+00 7.643485E+03  2.741393E+00  2.117418E-01 
000051 	 2.84438740E-05 	 -6.59879676E+03 -9.87164045E+02  1.87459499E-02 	 -7.51585453E+00  5.05318150E+01  2.32209289E-01 	  2.84438740E-05  2.00000000E-02  0.00000000E+00 0 	 1.706632E-01 1.416581E+01 2.059405E-01 3.938972E-03 3.190144E+03  1.463960E+01  1.788930E+00 
000052 	 6.18941829E-05 	 -6.59929468E+03 -9.82458093E+02  2.85390113E-01 	 -7.70193496E+00  5.07485030E+01  5.09052519E-01 	  6.18941829E-05  2.00000000E-02  0.00000000E+00 0 	 3.713651E-01 1.069515E+02 3.522668E-01 1.954464E-02 3.640462E+03  1.108518E+01  1.653293E+00 
000053 	 1.29466357E-04 	 -6.60729029E+03 -9.88187110E+02 -4.27111341E+00 	 -7.61265401E+00  5.07066802E+01  1.46167660E-01 	  1.29466357E-04  2.00000000E-02  0.00000000E+00 1 	 7.767981E-01 5.772971E+02 7.133348E-01 2.064615E-01 4.612098E+03  7.164179E+00  1.131363E+00 
000054 	 1.92996388E-05 	 -6.60112526E+03 -9.80886807E+02  1.00342061E+00 	 -7.42204626E+00  5.10509204E+01  1.28338454E-01 	  1.92996388E-05  2.00000000E-02  0.00000000E+00 0 	 1.157978E-01 5.396975E+00 1.503272E-01 1.463213E-03 2.915034E+03  9.999900E+03  9.999900E+03 
000055 	 1.30782577E-04 	 -6.59485805E+03 -9.79863502E+02 -1.95521223E+00 	 -7.70557395E+00  5.05378046E+01  7.61736090E-02 	  1.30782577E-04  2.00000000E-02  0.00000000E+00 1 	 7.846955E-01 5.911363E+02 7.190852E-01 2.166088E-01 4.649051E+03  7.088059E+00  1.112356E+00 
000056 	 2.67316667E-05 	 -6.58960728E+03 -1.02080751E+03 -1.67808505E+00 	 -7.40023900E+00  5.05801516E+01  1.93462477E-01 	  2.67316667E-05  2.00000000E-02  0.00000000E+00 0 	 1.603900E-01 1.208298E+01 1.967189E-01 3.396653E-03 3.145394E+03  1.507207E+01  1.789379E+00 
000057 	 3.78304797E-05 	 -6.59796094E+03 -9.80154844E+02  4.75003827E-01 	 -7.31232886E+00  5.04569692E+01 -1.13348431E-01 	  3.78304797E-05  2.00000000E-02  0.00000000E+00 0 	 2.269829E-01 2.981024E+01 2.507657E-01 7.446394E-03 3.389907E+03  1.296830E+01  1.752134E+00 
000058 	 2.48869078E-05 	 -6.60185933E+03 -9.78936924E+02  1.38241369E+00 	 -7.61785166E+00  5.05587550E+01  1.06594323E-02 	  2.48869078E-05  2.00000000E-02  0.00000000E+00 0 	 1.493214E-01 1.007902E+01 1.862658E-01 2.850998E-03 3.093984E+03  1.560279E+01  1.785408E+00 
000059 	 3.75992142E-05 	 -6.60659648E+03 -9.77819918E+02 -1.97808236E+00 	 -7.51492372E+00  5.05514016E+01  1.77457373E-01 	  3.75992142E-05  2.00000000E-02  0.00000000E+00 0 	 2.255953E-01 2.933280E+01 2.497442E-01 7.350469E-03 3.385841E+03  1.299909E+01  1.753342E+00 
000060 	 1.67523097E-05 	 -6.59056450E+03 -9.84990494E+02 -4.75972113E-02 	 -7.43654659E+00  5.07116874E+01  7.63228271E-02 	  1.67523097E-05  2.00000000E-02  0.00000000E+00 0 	 1.005139E-01 3.784797E+00 1.343670E-01 9.730950E-04 2.784376E+03  9.999900E+03  9.999900E+03 
000061 	 4.18361049E-04 	 -6.53955330E+03 -8.51808901E+02  5.31008733E+00 	 -6.67289904E+00  5.09832490E+01 -4.08905786E-02 	  4.18361049E-04  2.00000000E-02  0.00000000E+00 1 	 2.510166E+00 3.573217E+03 2.148465E+00 4.716339E+01 1.033172E+04  1.063994E+00 -3.455030E-02 
000062 	 1.10721393E-04 	 -6.55075788E+03 -8.59182696E+02  9.49412373E+00 	 -6.71658931E+00  5.09155688E+01 -8.37687059E-02 	  1.10721393E-04  2.00000000E-02  0.00000000E+00 0 	 6.643284E-01 4.041311E+02 6.201044E-01 1.019656E-01 4.146832E+03  8.354936E+00  1.383698E+00 
000063 	 7.01753974E-05 	 -6.59393234E+03 -9.81727698E+02 -7.05849525E-01 	 -7.75882951E+00  5.06619599E+01  8.64169599E-02 	  7.01753974E-05  2.00000000E-02  0.00000000E+00 0 	 4.210524E-01 1.456910E+02 3.903572E-01 2.514881E-02 3.683271E+03  1.070045E+01  1.632828E+00 
000064 	 1.49994546E-04 	 -6.59961673E+03 -9.82780493E+02 -3.55596214E-01 	 -7.47736411E+00  5.01709864E+01 -1.18897055E-01 	  1.49994546E-04  2.00000000E-02  0.00000000E+00 1 	 8.999673E-01 8.102224E+02 8.023568E-01 4.207652E-01 5.195910E+03  6.109198E+00  8.560112E-01 
000065 	 1.48426811E-05 	 -6.59948212E+03 -1.17786983E+03  9.68119389E+00 	 -9.00344698E+00  5.04181598E+01  1.04750637E-02 	  1.48426811E-05  2.00000000E-02  0.00000000E+00 0 	 8.905609E-02 2.438202E+00 1.398986E-01 6.688075E-04 2.484586E+03  9.999900E+03  9.999900E+03 
000066 	 8.06552218E-05 	 -6.60100989E+03 -9.79423455E+02  4.16532766E-01 	 -7.53199973E+00  5.06388735E+01 -5.55995159E-03 	  8.06552218E-05  2.00000000E-02  0.00000000E+00 0 	 4.839313E-01 2.019189E+02 4.441166E-01 3.475207E-02 3.743967E+03  1.020452E+01  1.602621E+00 
000067 	 3.31373629E-05 	 -6.53132552E+03 -6.09146443E+02  1.18241604E+01 	 -4.88666054E+00  5.15013891E+01 -1.87403833E-01 	  3.31373629E-05  2.00000000E-02  0.00000000E+00 0 	 1.988242E-01 2.105395E+01 2.293431E-01 5.588177E-03 3.299211E+03  1.368239E+01  1.774989E+00 
000068 	 3.10983466E-05 	 -6.59916900E+03 -9.80401010E+02  6.22057389E+00 	 -7.37781677E+00  5.05899356E+01  8.09527165E-04 	  3.10983466E-05  2.00000000E-02  0.00000000E+00 0 	 1.865901E-01 1.784218E+01 2.194720E-01 4.843844E-03 3.254194E+03  1.406244E+01  1.782752E+00 
000069 	 2.78924959E-04 	  3.71461135E+04  1.49186967E+04 -7.40113381E+03 	  3.12882843E+01 -3.98431896E+00 -6.64407286E-02 	  2.38527518E-03  2.00000000E-02  0.00000000E+00 13 	 1.673550E+00 2.000000E+08 1.400000E-05 7.515359E-07 4.547355E+04  2.452021E+01 -3.407559E-01 
000070 	 3.81106997E-05 	 -6.59431857E+03 -9.81475653E+02  7.21574661E-01 	 -7.52189512E+00  5.05689900E+01 -1.26097583E-01 	  3.81106997E-05  2.00000000E-02  0.00000000E+00 0 	 2.286642E-01 3.039530E+01 2.519996E-01 7.563193E-03 3.394781E+03  1.293153E+01  1.750666E+00 
000071 	 2.97958525E-05 	 -6.59804921E+03 -9.81379993E+02  2.55525779E+00 	 -7.51372183E+00  5.05344188E+01  7.97827952E-02 	  2.97958525E-05  2.00000000E-02  0.00000000E+00 0 	 1.787751E-01 1.596863E+01 2.129384E-01 4.390424E-03 3.223555E+03  1.433280E+01  1.786467E+00 
000072 	 6.26940926E-05 	 -6.61296398E+03 -1.09909543E+03 -1.23548428E+01 	 -8.68359995E+00  5.03941013E+01  2.02539558E-01 	  6.26940926E-05  2.00000000E-02  0.00000000E+00 0 	 3.761646E-01 1.104462E+02 3.558029E-01 2.003621E-02 3.644891E+03  1.104636E+01  1.651212E+00 
000073 	 6.93671160E-05 	 -6.61734188E+03 -9.69567708E+02 -9.59258129E+00 	 -7.85901784E+00  5.04853103E+01  7.03969071E-02 	  6.93671160E-05  2.00000000E-02  0.00000000E+00 0 	 4.162027E-01 1.416708E+02 3.864818E-01 2.454307E-02 3.679198E+03  1.073715E+01  1.634807E+00 
000074 	 2.05456075E-05 	 -6.60638698E+03 -9.86721112E+02 -1.01113369E-01 	 -7.51367526E+00  5.06333065E+01 -4.39239837E-02 	  2.05456075E-05  2.00000000E-02  0.00000000E+00 0 	 1.232736E-01 6.272536E+00 1.590011E-01 1.736496E-03 2.958379E+03  9.999900E+03  9.999900E+03 
000075 	 3.31565133E-05 	 -6.59551078E+03 -9.83313421E+02 -7.80785457E-01 	 -7.71531789E+00  5.06228131E+01  1.04023935E-01 	  3.31565133E-05  2.00000000E-02  0.00000000E+00 0 	 1.989391E-01 2.108576E+01 2.294340E-01 5.595359E-03 3.299617E+03  1.367904E+01  1.774907E+00 
000076 	 5.05869946E-04 	 -6.59971553E+03 -9.81440730E+02 -9.63856958E-01 	 -7.32070724E+00  5.09585693E+01  1.10269611E-01 	  5.05869946E-04  2.00000000E-02  0.00000000E+00 1 	 3.035220E+00 3.084786E+03 2.838199E+00 1.151250E+02 1.123586E+04  2.674881E-01 -7.799831E-02 
000077 	 3.37652084E-05 	 -6.60564697E+03 -9.80819524E+02 -3.21340213E+00 	 -7.62069434E+00  5.05948779E+01 -7.36276829E-02 	  3.37652084E-05  2.00000000E-02  0.00000000E+00 0 	 2.025913E-01 2.211326E+01 2.323049E-01 5.825450E-03 3.312368E+03  1.357483E+01  1.772240E+00 
000078 	 2.02387928E-04 	 -6.59686162E+03 -9.79382602E+02 -4.08783630E+00 	 -7.50351287E+00  5.05777212E+01 -2.11202223E-01 	  2.02387928E-04  2.00000000E-02  0.00000000E+00 1 	 1.214328E+00 1.407584E+03 1.172243E+00 1.814552E+00 6.194682E+03  4.307954E+00  5.092832E-01 
000079 	 1.61032876E-04 	 -6.60174921E+03 -9.96613299E+02  2.25978150E+00 	 -7.60298182E+00  5.07709511E+01  1.34649988E-01 	  1.61032876E-04  2.00000000E-02  0.00000000E+00 1 	 9.661973E-01 9.408795E+02 8.585096E-01 5.959695E-01 5.479852E+03  5.646414E+00  7.421789E-01 
000080 	 3.36389216E-05 	 -6.60243843E+03 -9.81687744E+02  3.66439644E+00 	 -7.71401245E+00  5.04752858E+01  1.87905452E-01 	  3.36389216E-05  2.00000000E-02  0.00000000E+00 0 	 2.018335E-01 2.189748E+01 2.317119E-01 5.777428E-03 3.309748E+03  1.359613E+01  1.772804E+00 
000081 	 1.36412412E-04 	 -6.60871672E+03 -9.90410498E+02  4.51820539E+00 	 -7.68298616E+00  5.06031644E+01  7.25182681E-03 	  1.36412412E-04  2.00000000E-02  0.00000000E+00 1 	 8.184745E-01 6.524650E+02 7.431471E-01 2.650626E-01 4.809890E+03  6.775851E+00  1.031988E+00 
000082 	 2.25105183E-05 	 -6.59877979E+03 -9.83153806E+02 -4.43402085E-01 	 -7.59400538E+00  5.04374477E+01  2.23537887E-01 	  2.25105183E-05  2.00000000E-02  0.00000000E+00 0 	 1.350631E-01 7.844309E+00 1.718616E-01 2.210427E-03 3.022491E+03  1.640950E+01  1.770719E+00 
000083 	 1.59337313E-05 	 -6.60039710E+03 -9.86632713E+02 -1.70917021E+00 	 -7.56609676E+00  5.06872800E+01 -2.83416011E-01 	  1.59337313E-05  2.00000000E-02  0.00000000E+00 0 	 9.560239E-02 3.154954E+00 1.366297E-01 8.358510E-04 2.658246E+03  9.999900E+03  9.999900E+03 
